F/C EXP;F/C IC;F/C LS/HS;F/C FSP;F/C FSV;F/C FT;F/C CD;F/C TRAIN;F/C RAW;F/C ST;F ST;SDRV SD;SDRV[14:9];SDRV[8:0];TTM;SPV XYV;SPV XYW;SPV SI;SPV SDX;SPV SDY ;CDD;STM;STATE RDY;STATE DRV;STATE FYV;STATE FXV;STATE FYW;STATE FXW;STATE FI;STATE ST;TEMP0;TEMP1;SUNX;SUNY;SUNX1;SUNY1;SUNX2;SUNY2;SUNVX;SUNVY;SUNI;ECC_ERR;CDS;RADDR;EADDR
3;4;1;0;0;0;0;0;1;0;1;1;32;243;5921;2;2;1;13;0;9586;2606714583;0;1;1;0;1;1;1;0;59;123;25910;56437;53356;51912;9192;32510;16104;45358;7579;35773;40788;58588;0
2;5;1;0;0;0;0;0;1;0;1;0;32;237;16366;4;0;1;4;5;55970;305450306;0;1;1;1;0;1;1;4;203;6;44207;35569;26056;55698;55202;51998;32463;10886;6601;8731;26606;44313;0
1;6;1;0;0;0;0;0;1;0;1;0;32;165;48053;6;2;1;8;2;2393;610992379;1;0;0;0;1;0;1;2;33;46;8883;44020;3146;5210;21425;20779;40109;5531;40933;57960;19846;25015;0
0;7;1;0;0;0;0;0;1;0;1;0;32;16;23235;6;2;2;1;0;21486;3783155865;1;0;0;0;1;0;0;0;107;190;38862;48917;63800;57364;7194;6215;52574;19945;65294;16598;34993;53387;0
31;7;1;0;0;0;0;0;1;0;1;0;32;26;63138;7;3;2;14;2;45272;108323303;0;0;1;1;0;0;1;4;45;201;33454;32467;59671;28669;4022;63571;23760;62136;5815;17492;33440;26108;0
30;0;0;1;0;0;0;0;1;0;1;0;33;153;26991;7;1;0;12;10;47611;1289420856;0;1;1;0;0;1;1;0;248;209;60211;30501;12898;5587;27361;29875;31582;36858;22222;56827;38501;9371;0
29;1;0;1;0;0;0;0;1;0;0;1;33;122;41486;6;1;1;14;9;24414;877428;1;0;0;0;1;1;1;3;214;248;16799;49480;38140;44222;1647;4169;63531;19287;33818;54753;16028;57116;0
28;2;0;1;0;0;0;0;1;0;0;0;33;175;58215;0;3;3;1;5;43155;250498048;0;1;0;1;1;0;0;1;248;221;4134;44489;36945;64103;36801;45313;32255;35009;33210;56734;8360;39;0
27;3;0;1;0;0;0;0;1;0;1;1;33;54;1277;3;0;3;1;11;5;3766668390;1;1;1;1;0;1;0;7;253;223;44002;23908;52593;37699;31578;18769;64018;43016;57385;32768;47295;1363;0
26;4;0;1;0;0;0;0;1;0;0;0;33;211;25272;5;2;2;1;7;46949;4271935771;0;0;1;0;0;0;1;0;233;172;960;35824;3274;55311;42967;31265;29;51232;17026;39582;37153;44695;0
25;5;0;1;0;0;0;0;1;0;1;1;33;85;55828;0;3;0;0;0;21958;2181371364;1;0;1;0;1;0;1;1;51;122;58247;52818;37560;50638;14593;8787;226;25672;33847;58142;37275;31105;0
24;6;0;1;0;0;0;0;1;0;0;1;33;234;15641;0;0;0;4;8;22254;1540203324;1;0;0;0;0;0;0;4;216;199;47173;3274;12670;2320;9216;3227;30348;63716;61965;42397;61388;63673;0
23;7;0;1;0;0;0;0;1;0;0;1;33;4;52522;4;3;2;11;1;59770;710893096;0;0;0;0;1;1;0;7;206;232;26850;27741;20480;38622;28557;41172;9040;64107;19428;41916;5035;23622;0
22;0;1;1;0;0;0;0;1;0;0;0;33;234;23217;7;0;0;4;3;31480;1966905565;0;0;1;1;1;1;0;4;68;121;55548;32782;40754;36633;1307;56799;52986;32046;15783;34339;42788;57234;0
21;1;1;1;0;0;0;0;1;0;0;0;33;5;2756;4;2;2;14;13;25183;820614050;0;0;1;1;1;1;1;1;64;0;11219;61152;42433;50637;54379;49818;29379;8584;10385;3184;21306;38834;0
20;2;1;1;0;0;0;0;1;0;0;0;33;228;29905;3;1;1;9;0;52792;3976930988;0;1;0;0;0;0;0;3;0;160;48960;62613;1105;4864;60869;14588;51602;50132;45678;34254;31439;61856;0
19;3;1;1;0;0;0;0;1;0;0;1;33;64;23075;3;2;3;9;2;28355;1814752028;0;1;1;1;0;1;0;7;211;0;43878;17520;59437;42720;31024;12921;12945;45362;42477;36267;64616;53178;0
18;4;1;1;0;0;0;0;1;0;1;0;33;182;13090;1;2;2;13;15;20391;3123314690;0;0;0;1;0;0;0;3;98;227;53642;12325;44161;63769;61097;51230;15993;9214;8123;47835;35863;32770;0
17;5;1;1;0;0;0;0;1;0;1;0;33;110;3081;3;3;2;12;0;267;2607820218;0;1;0;1;0;0;0;2;244;252;55748;37300;24184;65247;55591;16445;26043;18462;41181;55;19104;41205;0
16;6;1;1;0;0;0;0;1;0;1;0;33;3;46957;1;3;1;13;11;20968;2272165627;0;1;1;1;1;1;1;7;115;221;21889;49856;46523;50041;24120;4109;2336;60071;8194;12870;41763;30243;0
15;7;1;1;0;0;0;0;1;0;0;0;33;63;34302;6;1;0;12;0;57502;7700805;0;0;0;0;1;0;0;2;206;145;21288;14862;62958;41806;25162;9170;52183;109;61472;16873;22227;5417;0
14;0;0;0;1;0;0;0;1;0;0;0;34;220;10118;7;1;0;5;9;25233;2731589653;0;1;0;0;1;1;0;6;11;148;40461;48769;60955;43402;38241;29736;7542;55296;15107;11838;42689;11203;0
12;2;0;0;1;0;0;0;1;0;0;1;34;5;36573;3;3;2;6;9;35816;3652634164;0;1;0;0;0;0;0;6;76;67;15683;48902;12693;24859;45051;8192;45446;63259;4077;54334;57355;65407;0
9;5;0;0;1;0;0;0;1;0;0;0;34;7;50635;0;2;2;13;8;63771;897277518;1;1;0;1;0;0;1;6;104;250;26436;29552;508;8016;47339;38205;45430;16898;30393;12352;40092;13997;0
8;6;0;0;1;0;0;0;1;0;1;1;34;52;48724;3;3;1;13;13;47592;648915952;0;0;1;1;0;0;0;1;119;117;5955;7;35142;60424;6699;31444;44946;36788;31170;54751;1140;11292;0
7;7;0;0;1;0;0;0;1;0;1;0;34;12;23574;4;0;1;1;12;57430;1141834311;1;1;0;1;1;0;1;6;197;5;170;60416;56699;59366;40794;28667;54310;45732;6172;36469;41541;5960;0
6;0;1;0;1;0;0;0;1;0;1;0;34;151;46481;6;3;1;2;4;37446;96581539;0;1;0;0;1;1;1;0;58;239;21;15000;56674;26276;59052;58367;30704;33359;20106;45291;26343;37757;0
5;1;1;0;1;0;0;0;1;0;1;1;34;0;3687;3;0;3;5;7;62445;696408891;0;0;0;0;0;0;0;0;35;51;46719;33263;26814;29588;58769;37222;2391;19655;61707;64160;31489;20492;0
4;2;1;0;1;0;0;0;1;0;0;0;34;195;18438;5;3;1;14;3;21059;400211968;0;0;1;0;1;0;0;7;1;198;16981;46408;27385;51744;31359;41897;32071;18194;21089;62887;54755;38124;0
3;3;1;0;1;0;0;0;1;0;1;0;34;198;4856;0;3;2;14;13;7213;1707981824;0;0;1;0;0;0;0;3;233;101;65226;6456;60113;35215;60214;65287;56166;46683;4317;54473;35090;51094;0
2;4;1;0;1;0;0;0;1;0;0;1;34;42;17154;6;0;3;12;14;26603;4293066752;1;1;1;0;0;0;1;7;207;250;35500;60450;29473;29602;47735;55108;37190;64841;32442;37114;58029;462;0
1;5;1;0;1;0;0;0;1;0;0;1;34;191;59122;7;0;2;9;15;12303;3573560433;1;0;1;1;0;0;0;2;204;221;45566;49643;49152;57116;64492;13476;61017;34530;44998;31379;823;55552;0
0;6;1;0;1;0;0;0;1;0;1;0;34;46;1608;4;1;1;4;4;63332;0;0;0;0;0;0;0;0;0;253;137;0;0;52988;2;0;53448;8;0;0;32768;18552;49152;0
31;6;1;0;1;0;0;0;1;0;0;0;34;246;5632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60544;210;0;0;0;0;52224;58;0;0
30;7;1;0;1;0;0;0;1;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4096;4382;0;0;0;0;0;0;0;0
29;0;0;1;1;0;0;0;1;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;1;0;1;1;0;0;0;1;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;2;0;1;1;0;0;0;1;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;3;0;1;1;0;0;0;1;0;0;0;35;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;4;0;1;1;0;0;0;1;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;5;0;1;1;0;0;0;1;0;0;0;35;0;0;0;0;0;0;0;4096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33901;59393;23488;48128;1272;0
23;6;0;1;1;0;0;0;1;0;1;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20488;7;0;2848;37;0;0;0;0;0;0
22;7;0;1;1;0;0;0;1;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4096;1093;0;16384;9449;0;0;0;0;0;0;0;0
21;0;1;1;1;0;0;0;1;0;0;0;35;0;3;0;2;3;3;5;0;0;1;1;1;1;0;0;1;0;0;11;0;0;0;16384;32549;21009;57976;63899;410;0;0;0;0
20;1;1;1;1;0;0;0;1;0;0;0;35;0;0;0;0;0;0;0;0;3221253756;0;0;1;1;0;0;1;1;227;174;1030;15;823;3754;56593;2858;474;4;1712;46953;65212;23361;0
19;2;1;1;1;0;0;0;1;0;0;0;35;230;31642;2;1;1;13;3;24324;373260904;1;0;1;0;0;1;0;4;205;189;22075;31113;33123;62363;60154;37608;63006;27386;60956;59237;6047;19321;0
18;3;1;1;1;0;0;0;1;0;1;0;35;227;37425;2;2;1;3;13;6697;1786926865;1;1;1;1;0;1;1;5;19;43;27214;31608;21203;63848;5390;12828;48613;13178;28246;49396;5909;46884;0
17;4;1;1;1;0;0;0;1;0;1;0;35;44;41204;4;0;0;3;15;44034;1985867806;0;1;0;0;0;0;0;0;70;247;18816;63141;3564;34777;32530;65516;57069;53444;22896;44493;19907;58918;0
16;5;1;1;1;0;0;0;1;0;1;0;35;128;20136;3;3;1;12;9;37018;255336812;1;1;0;1;1;0;0;1;169;95;43706;34606;21704;61892;15987;18845;13391;766;2522;49786;30619;53503;0
15;6;1;1;1;0;0;0;1;0;1;1;35;1;32898;6;1;3;5;13;12234;3338432564;1;1;0;0;1;0;0;2;165;7;27851;23442;21432;29975;37873;19730;42410;52578;18133;64732;8124;8942;0
14;7;1;1;1;0;0;0;1;0;0;1;35;73;56231;7;2;3;3;3;39442;4273173744;0;1;0;0;0;1;1;6;20;176;51213;25390;56983;5508;13539;16857;10730;56369;42640;40570;14429;63426;0
13;0;0;0;0;1;0;0;1;0;1;1;36;179;43565;1;2;3;4;6;4167;2199283703;0;1;0;1;0;0;0;1;107;116;38097;26545;47052;47763;5479;12165;52457;33639;53243;14800;47163;63107;0
12;1;0;0;0;1;0;0;1;0;0;1;36;45;38220;7;3;3;2;6;23731;477422285;0;1;0;1;0;1;1;6;16;152;48902;33095;45180;31305;52458;9519;2986;18750;32117;13038;20909;43197;0
11;2;0;0;0;1;0;0;1;0;0;0;36;87;623;0;2;2;11;2;7198;2974638976;0;1;1;1;0;1;1;7;205;59;32884;18582;48344;34475;23761;50610;63480;5591;8420;56592;52075;26664;0
10;3;0;0;0;1;0;0;1;0;0;0;36;100;39718;5;0;3;4;14;56579;262855226;0;1;1;0;0;0;1;7;83;32;1460;21124;48719;31136;8396;4687;26275;56095;31271;21739;40272;48520;0
9;4;0;0;0;1;0;0;1;0;0;1;36;119;1723;6;0;1;2;4;24469;1358782946;0;1;0;0;0;1;1;6;53;123;56505;4590;45957;44022;2843;11047;39892;13118;57554;24717;56477;37659;0
8;5;0;0;0;1;0;0;1;0;0;0;36;213;36976;4;0;1;4;10;10571;827900020;0;0;1;0;1;1;1;5;88;101;26211;28611;29662;64168;6407;52114;6787;30292;28592;12543;30211;49521;0
7;6;0;0;0;1;0;0;1;0;0;1;36;178;49206;1;1;1;10;6;40125;895076029;0;1;0;1;0;1;1;2;239;27;33000;18368;60785;30086;35195;50303;44498;2563;50935;40251;27014;51700;0
6;7;0;0;0;1;0;0;1;0;1;1;36;178;44802;4;2;3;13;13;9925;1632780992;0;0;0;0;1;0;1;4;50;55;56487;48279;57614;3255;21163;37408;35001;36433;49062;5187;41936;38399;0
5;0;1;0;0;1;0;0;1;0;1;1;36;3;41935;0;2;3;0;9;42852;218162693;0;1;0;0;0;0;1;6;102;226;34336;238;20772;11347;11486;23070;5810;15035;58431;30204;26205;45391;0
4;1;1;0;0;1;0;0;1;0;1;0;36;5;52212;3;0;0;12;12;53560;3273019719;1;1;1;1;1;1;0;6;202;47;57966;18569;40152;59272;61112;60178;46057;1299;21211;16313;6669;61635;0
3;2;1;0;0;1;0;0;1;0;1;1;36;133;30141;2;1;2;1;1;5914;2680670709;0;0;1;1;0;0;1;2;179;109;35682;23753;33946;47693;541;40638;25974;21987;52647;21105;17037;12852;0
2;3;1;0;0;1;0;0;1;0;0;1;36;97;43611;3;3;2;4;1;6682;1543178468;1;0;1;0;0;1;1;2;233;213;65191;11400;60076;22302;11663;50546;31620;27698;60490;65519;42122;43610;0
1;4;1;0;0;1;0;0;1;0;1;0;36;175;64230;2;1;1;10;11;63698;2788904149;0;1;1;0;1;0;1;3;210;211;16845;56420;50804;32744;9797;42228;35717;11515;20386;23939;23754;17702;0
0;5;1;0;0;1;0;0;1;0;1;0;36;108;34891;7;0;2;10;15;359;4273149984;1;1;0;1;0;1;0;0;51;207;28133;41162;26038;58477;34477;43561;64198;4203;39418;39183;6380;44404;0
31;5;1;0;0;1;0;0;1;0;0;1;36;244;35779;2;1;3;10;5;36141;1372635657;0;1;0;1;0;1;1;6;44;143;51651;62196;65222;40556;56810;53323;42320;55173;8909;65344;21224;30925;0
30;6;1;0;0;1;0;0;1;0;0;0;36;176;40713;6;1;1;7;6;46715;2433992135;0;0;0;1;1;0;0;1;153;199;64278;59300;11653;18583;57298;61241;34732;1990;35404;41280;45666;38942;0
29;7;1;0;0;1;0;0;1;0;1;1;36;142;18390;3;2;2;6;11;31250;3679651273;1;1;0;0;1;0;1;6;196;27;18867;48497;35745;37576;17119;27332;23051;35391;57791;64161;61227;47692;0
27;1;0;1;0;1;0;0;1;0;1;0;37;237;8682;6;3;1;4;6;29569;1417147764;1;0;0;1;1;1;0;2;215;41;24248;6431;57979;64970;33918;20450;38908;12381;34264;45342;53380;61582;0
26;2;0;1;0;1;0;0;1;0;0;0;37;126;44613;6;0;2;2;0;60258;790460736;1;0;0;0;0;0;0;2;234;163;60353;23461;45331;4457;26458;2749;34426;35129;44172;17341;44636;22125;0
25;3;0;1;0;1;0;0;1;0;0;0;37;235;23081;7;0;2;12;12;41750;526005091;0;0;1;0;1;1;1;3;115;147;21555;42084;42357;13543;53299;6711;57913;6068;60802;43935;50745;23165;0
24;4;0;1;0;1;0;0;1;0;1;1;37;86;17666;4;0;0;12;15;12435;3041735492;0;1;0;1;1;1;0;4;85;84;2552;293;64466;31610;63770;14619;5749;44007;3751;35130;10026;47175;0
23;5;0;1;0;1;0;0;1;0;0;1;37;12;60444;2;1;3;13;7;53320;1844646396;0;1;1;0;1;0;0;6;59;235;10526;2492;44067;30130;56162;34764;25241;19787;35003;19303;19411;62264;0
22;6;0;1;0;1;0;0;1;0;0;0;37;44;23450;5;0;0;2;2;40452;183942271;1;1;0;1;1;1;1;6;69;164;12496;53756;61772;17454;15165;50523;50057;61315;38996;39144;18024;60762;0
21;7;0;1;0;1;0;0;1;0;1;0;37;58;57792;0;3;0;15;9;43698;1799040741;0;0;1;1;1;0;1;1;233;197;8940;27535;27995;14359;14708;61943;59829;3019;30940;51321;60181;4987;0
20;0;1;1;0;1;0;0;1;0;0;1;37;151;30999;5;1;3;15;1;4565;3265050380;1;0;1;1;1;0;0;4;225;245;3710;47801;38596;41079;28268;17027;37721;30340;13638;10575;1129;38889;0
19;1;1;1;0;1;0;0;1;0;1;1;37;250;54747;5;0;1;14;3;42846;34111286;1;1;0;0;0;1;0;1;156;87;24890;10455;6505;57475;55720;5273;39550;22374;31520;27865;4704;44451;0
18;2;1;1;0;1;0;0;1;0;1;0;37;82;17112;2;0;1;7;2;22283;1285926962;0;0;0;1;1;0;0;0;140;104;4686;37998;57563;41209;16344;65062;19703;51280;23416;12104;35776;33703;0
17;3;1;1;0;1;0;0;1;0;0;0;37;203;65079;7;3;0;15;8;27696;1215036364;1;0;1;1;1;0;0;6;79;140;27916;42018;36897;4761;45035;33391;33191;39207;45502;39309;21429;6521;0
16;4;1;1;0;1;0;0;1;0;1;1;37;123;34615;2;1;1;4;2;57020;3018306740;1;1;1;0;1;1;1;2;195;239;26816;11211;10929;55040;5360;47822;3986;64428;38059;38112;15039;1681;0
15;5;1;1;0;1;0;0;1;0;0;1;37;50;8523;4;0;0;0;9;28151;4214752147;0;0;0;0;0;1;0;0;226;103;42853;36809;5881;50515;47578;55526;54752;5486;20557;62942;16116;14628;0
14;6;1;1;0;1;0;0;1;0;1;1;37;100;40531;4;2;0;13;14;1423;2963437390;0;1;0;1;0;0;1;1;68;80;13549;16287;6955;9566;15964;47076;34106;38327;42368;58426;7899;22121;0
13;7;1;1;0;1;0;0;1;0;1;0;37;179;51485;2;1;2;6;5;10875;1956615601;0;1;0;0;0;0;0;0;53;56;12894;56286;50380;46037;37959;17609;38684;40777;5291;49837;23199;38264;0
12;0;0;0;1;1;0;0;1;0;1;0;38;59;59744;6;0;3;13;2;57731;1121821236;0;0;0;1;0;0;0;1;28;136;31492;43798;47633;47649;15673;28759;62537;61967;8324;4595;26778;20234;0
10;2;0;0;1;1;0;0;1;0;1;0;38;165;25304;2;0;3;8;10;57678;1502906919;1;0;1;1;1;1;1;5;62;118;15815;37498;49061;55704;41078;25794;48894;46965;4578;31428;5681;44924;0
9;3;0;0;1;1;0;0;1;0;1;1;38;115;19232;5;2;0;3;0;50348;3500496637;1;0;0;1;0;1;0;4;4;70;49837;58634;43596;171;9608;17193;18025;20960;61912;64871;33405;20577;0
8;4;0;0;1;1;0;0;1;0;0;1;38;168;48050;7;3;3;5;14;37381;752770398;0;1;0;1;0;1;1;7;13;91;41704;43714;44297;48019;54607;2418;36960;26198;3078;32761;43014;17612;0
7;5;0;0;1;1;0;0;1;0;0;1;38;42;10627;0;3;1;5;0;53303;3747009435;1;0;0;0;1;1;1;7;213;134;34362;35587;58451;35496;14926;21479;65299;60874;4312;59192;9684;49191;0
6;6;0;0;1;1;0;0;1;0;0;0;38;96;13363;7;2;2;0;15;16112;874172018;0;1;1;1;0;1;0;5;44;95;33814;14584;36774;24535;55023;37292;36626;34234;41999;24020;48653;55418;0
5;7;0;0;1;1;0;0;1;0;0;1;38;84;40697;3;3;0;11;3;872;2712958665;1;0;0;1;0;0;1;6;227;40;50442;19276;64477;23543;36033;60780;17207;11924;61397;25627;64379;12743;0
4;0;1;0;1;1;0;0;1;0;0;0;38;254;22621;2;2;0;10;2;18588;559644103;1;0;0;1;1;1;0;5;174;148;60727;46523;31821;56287;44394;17023;64638;36464;3467;33025;58349;53190;0
3;1;1;0;1;1;0;0;1;0;1;0;38;137;13424;6;3;2;5;12;63107;1117291883;1;0;1;1;1;0;0;3;19;191;32761;29852;19492;35606;46581;34385;21325;35952;51303;30595;4042;15403;0
2;2;1;0;1;1;0;0;1;0;0;0;38;33;19995;6;0;2;5;3;64123;3309287060;1;1;0;1;1;1;0;5;83;254;26262;45800;47178;20583;18569;63087;1483;4311;896;3044;19777;21685;0
1;3;1;0;1;1;0;0;1;0;0;1;38;72;59886;4;1;1;3;4;9960;3621974856;1;0;1;1;1;1;0;4;87;193;30175;17113;711;53128;40611;6242;4368;25031;55378;2573;26219;677;0
0;4;1;0;1;1;0;0;1;0;0;0;38;200;56361;6;2;2;3;14;16187;2666210817;1;1;0;0;1;0;0;6;220;40;33500;6109;46025;51138;53174;42739;57038;60631;52277;6231;20017;63188;0
31;4;1;0;1;1;0;0;1;0;1;0;38;84;18249;1;2;2;15;6;44489;1694547741;1;1;0;1;0;1;1;3;154;33;3;22174;56128;42367;16393;8182;65225;22877;46749;39332;33666;3918;0
30;5;1;0;1;1;0;0;1;0;0;0;38;49;61850;6;2;3;2;9;28181;555435370;0;1;1;1;1;0;1;1;135;80;60786;95;11776;7576;41245;6176;41418;40779;17878;8922;57646;39123;0
29;6;1;0;1;1;0;0;1;0;1;0;38;172;54656;5;3;0;2;14;2465;2687820999;1;0;1;0;0;1;0;5;104;242;39454;64673;55332;814;29440;28319;64107;36703;62317;27515;20047;10141;0
28;7;1;0;1;1;0;0;1;0;0;1;38;56;27005;7;2;0;0;0;45;694710543;0;1;0;1;1;0;1;6;150;150;61840;60424;52199;51118;21846;59499;24259;32768;44940;57343;45136;27821;0
27;0;0;1;1;1;0;0;1;0;0;1;39;200;38045;1;2;1;15;4;11264;2800028398;1;1;1;1;1;1;1;2;232;97;56932;24400;54417;50317;37356;27476;7441;60878;47363;42088;26;37952;0
26;1;0;1;1;1;0;0;1;0;0;0;39;69;21891;0;3;2;0;14;364;134259932;0;1;1;0;1;0;1;1;250;154;3140;45636;19607;52913;38851;5223;2385;54022;39042;58687;32949;18107;0
25;2;0;1;1;1;0;0;1;0;0;0;39;13;50340;7;1;3;3;10;9780;163298;1;0;0;1;1;0;1;1;27;42;51418;38082;38743;58526;53233;48177;57116;23564;9150;38372;35161;44263;0
24;3;0;1;1;1;0;0;1;0;0;0;39;46;56130;7;3;3;0;8;20621;3548119054;1;0;1;0;1;1;1;4;46;239;31885;8789;4614;37392;57965;16565;21500;8476;25697;11167;50991;17763;0
23;4;0;1;1;1;0;0;1;0;0;0;39;186;36204;2;1;3;3;14;64403;906443937;1;1;0;1;0;0;0;7;19;98;10240;44073;55689;43717;9663;28216;31230;57978;3020;33961;19829;10875;0
22;5;0;1;1;1;0;0;1;0;1;0;39;63;9994;0;1;0;14;0;52715;3294965086;0;1;1;0;0;1;1;2;7;126;31285;4539;3570;47104;52228;44825;12362;40686;10583;14783;48729;45768;0
21;6;0;1;1;1;0;0;1;0;0;1;39;169;14596;2;2;0;6;14;29683;3868394715;0;1;0;1;0;1;0;6;217;11;57048;738;53026;33369;2826;3072;64937;27888;24296;5803;49217;30797;0
20;7;0;1;1;1;0;0;1;0;1;1;39;43;42050;4;0;1;1;0;37295;1682498967;0;1;1;1;1;1;0;0;230;148;8353;20552;30943;42163;31598;7274;30345;32770;34294;40317;45891;12767;0
19;0;1;1;1;1;0;0;1;0;0;1;39;221;747;3;2;1;1;15;38468;1562149686;1;1;0;0;1;0;0;3;97;8;34882;14165;33375;39648;16691;61752;36028;55830;149;25536;2135;59242;0
17;2;1;1;1;1;0;0;1;0;0;0;39;213;22279;4;3;1;12;10;56936;2147681004;1;1;0;0;0;0;1;4;227;187;58319;44736;727;26384;4192;24636;54383;32393;17349;63575;7314;64139;0
13;6;1;1;1;1;0;0;1;0;1;1;39;200;45796;0;0;0;0;2;6091;3167883142;1;1;1;1;0;0;1;5;23;149;25340;17168;737;2666;13997;5550;28672;45061;29188;12095;1529;60906;0
12;7;1;1;1;1;0;0;1;0;0;0;39;20;25253;1;2;2;2;6;16063;1103783719;1;1;0;1;1;1;1;7;120;72;6001;39819;10165;41740;13664;2949;20223;38781;7;46438;33302;49726;0
11;0;0;0;0;0;1;0;1;0;0;1;40;162;20104;7;1;2;5;11;173;56011220;1;0;1;0;1;0;1;6;127;127;45062;32622;23089;37339;58115;19404;62454;18509;18501;5131;1;12138;0
10;1;0;0;0;0;1;0;1;0;1;0;40;219;62893;4;1;2;4;13;51034;2407548373;0;1;0;1;0;1;1;4;135;179;58287;59588;32844;36219;32554;10806;6372;26912;18254;54547;13951;332;0
9;2;0;0;0;0;1;0;1;0;0;0;40;241;18243;1;0;3;5;15;38662;3765659217;0;0;0;0;0;0;0;0;68;159;51909;37382;54274;44191;16132;59614;5728;48234;52542;35031;39742;64483;0
8;3;0;0;0;0;1;0;1;0;0;1;40;118;22784;0;1;3;13;10;48722;3803444572;1;0;1;0;1;0;1;7;0;5;42270;40574;44413;19680;27615;43668;54475;21962;33098;10108;38449;38152;0
7;4;0;0;0;0;1;0;1;0;1;0;40;15;63303;0;2;3;1;9;58294;269090740;1;1;0;0;0;1;1;1;27;159;131;18095;5525;6432;1037;45271;61874;55959;43307;21502;33052;55345;0
6;5;0;0;0;0;1;0;1;0;1;1;40;88;16142;1;2;0;10;10;7629;3628043284;0;1;1;1;1;0;0;2;160;191;533;98;8672;36568;45433;57796;4354;3570;33754;50944;1412;983;0
5;6;0;0;0;0;1;0;1;0;0;0;40;196;29970;4;0;3;11;12;34063;450319988;0;0;0;0;0;0;1;1;105;114;63197;14548;60690;4;12235;60380;26143;25352;33556;45811;35572;8808;0
4;7;0;0;0;0;1;0;1;0;0;0;40;181;27;1;2;0;10;15;60277;1028509510;1;0;0;0;0;1;0;4;2;213;23595;18649;9943;47471;15;30854;49800;64230;25501;25977;31482;7822;0
3;0;1;0;0;0;1;0;1;0;0;1;40;134;23488;5;1;1;7;11;49228;1811582144;1;1;0;0;0;0;1;7;131;118;41082;22677;25486;10382;28;16344;7196;13822;16141;34788;49801;21356;0
2;1;1;0;0;0;1;0;1;0;0;1;40;123;64501;0;0;1;5;15;25075;2809867107;0;0;1;0;0;0;1;5;107;39;39980;14513;37673;14595;26159;45056;33843;24105;16381;41266;22498;47261;0
1;2;1;0;0;0;1;0;1;0;0;1;40;188;7860;2;0;0;0;0;32880;1025690563;0;0;1;0;1;0;0;1;112;135;30812;7061;55169;30983;29879;17192;12;54668;7677;38205;4149;43136;0
0;3;1;0;0;0;1;0;1;0;1;0;40;128;25462;7;2;2;6;1;15655;3280497827;0;1;1;0;1;1;1;7;166;248;52838;59351;55586;48730;51100;4236;51081;58880;145;0;0;0;0
31;3;1;0;0;0;1;0;1;0;0;0;40;0;0;0;0;0;0;0;43600;524288;0;0;0;0;0;0;0;0;0;0;7680;202;12416;4132;18944;117;7424;6872;0;0;0;0;0
30;4;1;0;0;0;1;0;1;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;5;1;0;0;0;1;0;1;0;0;0;40;0;0;0;0;0;0;0;0;49938432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;6;1;0;0;0;1;0;1;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;7;1;0;0;0;1;0;1;0;0;0;40;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18824;4;49920;55011;32768;30245;49152;24877;24;0;0;0
26;0;0;1;0;0;1;0;1;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;1;0;1;0;0;1;0;1;0;0;0;41;0;0;0;0;0;0;0;0;84869120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;2;0;1;0;0;1;0;1;0;0;0;41;222;0;0;0;0;0;0;30720;0;0;0;0;0;0;0;0;0;186;0;6516;11264;1264;16384;4728;32773;61300;0;0;0;0;0;0
